make,model,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province,country
AUDI,A1,22900,Gasolina,2019.0,21000,116.0,5,Manual,Negro,14,True,Barcelona,Spain
BMW,Serie 1,14250,Diésel,2016.0,85000,116.0,5,Manual,Blanco,11,True,Sevilla,Spain
CITROEN,C5,10000,Diésel,2011.0,104000,140.0,5,Manual,Gris / Plata,28,True,Barcelona,Spain
MINI,Countryman,9500,Diésel,2011.0,155000,90.0,5,Manual,Light White (sólido),17,True,Madrid,Spain
MERCEDES-BENZ,Clase CLA,22950,Diésel,2017.0,103481,177.0,5,Automático,Blanco,17,True,Barcelona,Spain
NISSAN,QASHQAI,28088,Gasolina,2020.0,10,160.0,5,Automático,Negro (Textil N-Connecta color negro),30,True,Madrid,Spain
BMW,Serie 1,24500,Diésel,2019.0,13009,116.0,5,Manual,Negro (475 Pintura metalizada Saphirschwarz),13,True,Orense,Spain
MITSUBISHI,Outlander,37400,Híbrido enchufable,2019.0,30000,224.0,5,Automático,Blanco,34,True,Madrid,Spain
BMW,Serie 5,19900,Diésel,2015.0,120000,190.0,4,Automático,Azul,21,True,Murcia,Spain
NISSAN,PULSAR,11699,Diésel,2017.0,27232,110.0,5,Manual,Negro,15,True,Barcelona,Spain
VOLVO,V90,39895,Diésel,2020.0,7,190.0,5,Automático,"Negro (BLACK STONE, SOLID)",21,True,Madrid,Spain
FIAT,Doblò Cargo,4537,Diésel,2013.0,162000,90.0,3,Manual,Blanco,24,True,Madrid,Spain
MERCEDES-BENZ,Clase C,26500,Diésel,2016.0,59395,170.0,4,Automático,Gris / Plata,15,True,Barcelona,Spain
SEAT,León,11800,Diésel,2016.0,128000,150.0,5,Manual,Gris / Plata,13,True,Ciudad Real,Spain
NISSAN,JUKE,14000,Diésel,2015.0,50000,110.0,5,Manual,Azul,8,True,León,Spain
MITSUBISHI,L200,16990,Diésel,2017.0,126000,154.0,4,Manual,Blanco,31,True,Vizcaya,Spain
VOLKSWAGEN,Polo,8989,Diésel,2013.0,84000,105.0,3,Manual,Blanco,19,True,Tarragona,Spain
CHEVROLET,Tahoe,12900,Gasolina,2003.0,174927,285.0,4,Automático,Beige,37,True,Madrid,Spain
VOLKSWAGEN,Sharan,13200,Diésel,2012.0,189000,140.0,5,Manual,Azul,12,False,Murcia,Spain
VOLVO,XC90,71900,Gasolina,2019.0,0,310.0,5,Automático,Gris / Plata (Plata),5,True,Baleares,Spain
AUDI,A4,6300,Diésel,2006.0,227000,140.0,4,Automático,Negro,10,False,Albacete,Spain
NISSAN,JUKE,13500,Gasolina,2018.0,5500,94.0,5,Manual,Rojo,21,True,Málaga,Spain
PEUGEOT,207,3000,Gasolina,2007.0,173000,90.0,5,Manual,Blanco,8,False,Barcelona,Spain
FORD,Focus,2200,Diésel,2007.0,180000,115.0,5,Manual,Naranja,15,True,Sevilla,Spain
KIA,Rio,11899,Gasolina,2019.0,20450,84.0,5,Manual,Rojo (Tela Negra),25,True,Madrid,Spain
VOLKSWAGEN,Beetle,18900,Diésel,2017.0,63000,150.0,2,Manual,Rojo,11,True,Barcelona,Spain
MERCEDES-BENZ,Clase GLC,57900,Híbrido enchufable,2021.0,10,306.0,5,Manual,Gris / Plata (Gris Selenita),30,True,Málaga,Spain
FORD,Fusion,3100,Gasolina,2012.0,100000,80.0,5,Manual,Rojo,11,False,Madrid,Spain
OPEL,Combo,8990,Diésel,2017.0,120000,95.0,5,Manual,Blanco,34,True,Guipúzcoa,Spain
CITROEN,C5 Aircross,23700,Gasolina,2020.0,5,131.0,5,Manual,Blanco,15,True,Albacete,Spain
SEAT,León,7490,Diésel,2016.0,168000,110.0,5,Manual,Blanco,32,True,Madrid,Spain
BMW,X1,26890,Diésel,2017.0,37675,150.0,5,Automático,A96 MineralweiÃ? (metalizado),4,True,Valencia,Spain
VOLKSWAGEN,Passat,13900,Diésel,2016.0,159000,120.0,4,Manual,Marrón,20,True,Cantabria,Spain
VOLKSWAGEN,Polo,6900,Diésel,2012.0,145000,90.0,5,Manual,B4B4 Blanco Candy (sÃ³lido),11,True,Tarragona,Spain
VOLKSWAGEN,Polo,15500,Gasolina,2020.0,1200,80.0,5,Manual,Blanco,6,True,Alicante,Spain
AUDI,A3,15490,Diésel,2017.0,89000,116.0,3,Manual,Gris / Plata,28,True,Madrid,Spain
AUDI,A4,22000,Diésel,2018.0,40000,150.0,4,Automático,Blanco,5,False,Barcelona,Spain
AUDI,A3,42900,Diésel,2020.0,50,150.0,5,Automático,Blanco,16,True,Málaga,Spain
KIA,ceed,9800,Diésel,2016.0,169000,110.0,5,Manual,Blanco,15,True,A Coruña,Spain
KIA,Stonic,15495,Gasolina,2018.0,30000,120.0,5,Manual,Gris / Plata,13,True,Barcelona,Spain
AUDI,Q5,35200,Diésel,2017.0,96300,190.0,5,Automático,Blanco (T9T9 Blanco Ibis),15,True,Girona,Spain
KIA,Sportage,4500,Gasolina,2007.0,150000,142.0,5,Manual,Negro,6,False,Asturias,Spain
PEUGEOT,3008,24800,Gasolina,2020.0,1,130.0,5,Manual,Blanco,10,True,Asturias,Spain
BMW,i8,85490,Híbrido enchufable,2019.0,3000,374.0,2,Automático,Gris / Plata (E-Copper con detalles Frozen Grey metalizado),37,True,Alicante,Spain
BMW,Serie 2 Active Tourer,17500,Diésel,2016.0,52823,150.0,5,Automático,Gris / Plata,45,True,Tarragona,Spain
AUDI,A5,18700,Diésel,2012.0,95000,143.0,5,Manual,Blanco,7,False,Baleares,Spain
HYUNDAI,i20,12990,Gasolina,2020.0,2162,100.0,5,Manual,Blanco,5,True,Asturias,Spain
PEUGEOT,Partner,5500,Diésel,2015.0,244769,75.0,5,Manual,Blanco,21,True,Madrid,Spain
OPEL,Astra,2000,Diésel,2013.0,124000,110.0,5,Manual,Blanco,12,False,Huelva,Spain
MERCEDES-BENZ,Sprinter,7500,Diésel,2007.0,122700,88.0,2,Manual,Blanco (MFP02 Blanco),4,True,Albacete,Spain
AUDI,A3,16200,Diésel,2017.0,112000,116.0,5,Manual,Negro (NEGRO),45,True,Madrid,Spain
TOYOTA,Aygo,9990,Gasolina,2020.0,2961,72.0,5,Manual,Gris / Plata,13,True,Castellón,Spain
VOLKSWAGEN,Multivan,18990,Diésel,2010.0,220000,140.0,4,Manual,Marrón,23,True,Madrid,Spain
LAND-ROVER,Range Rover Evoque,20000,Diésel,2014.0,94000,150.0,5,Manual,Blanco,8,False,Navarra,Spain
HYUNDAI,IONIQ,17990,Híbrido,2018.0,19960,141.0,5,Automático,POLAR WHITE,14,True,Jaén,Spain
FIAT,Punto,2500,Gasolina,2007.0,160000,60.0,5,Manual,Negro,28,True,Asturias,Spain
CITROEN,C4,2750,Diésel,2011.0,215000,90.0,5,Manual,Blanco,7,False,Málaga,Spain
TOYOTA,Yaris,13190,Híbrido,2017.0,94957,100.0,5,Automático,Gris / Plata,1,True,Madrid,Spain
BMW,Serie 3,27500,Gasolina,2002.0,194948,343.0,2,Automático,Gris / Plata,26,True,Girona,Spain
VOLKSWAGEN,Eos,5400,Diésel,2007.0,210000,140.0,2,Manual,Gris / Plata,13,True,Madrid,Spain
TOYOTA,Proace City Verso,23200,Diésel,2020.0,0,131.0,5,Manual,Gris / Plata (PLATA SIENA),23,True,Barcelona,Spain
VOLKSWAGEN,Polo,3750,Gasolina,2004.0,160000,75.0,5,Manual,Gris / Plata,11,True,Orense,Spain
CITROEN,C3,4500,Diésel,2012.0,180000,68.0,5,Manual,Blanco,6,False,Barcelona,Spain
CITROEN,C3 Picasso,6980,Gasolina,2013.0,118117,95.0,5,Manual,Rojo,25,True,Valencia,Spain
BMW,Serie 3,18999,Diésel,2016.0,70977,190.0,4,Automático,Gris / Plata,24,True,Alicante,Spain
VOLKSWAGEN,Scirocco,16000,Gasolina,2010.0,119423,210.0,3,Manual,Blanco,10,False,Girona,Spain
BMW,Serie 5,29890,Diésel,2015.0,108923,258.0,4,Automático,Gris / Plata,54,True,Murcia,Spain
KIA,Rio,10985,Gasolina,2019.0,14000,84.0,5,Manual,Gris / Plata,22,True,Las Palmas,Spain
DACIA,Logan,4990,Diésel,2007.0,191090,85.0,5,Manual,Negro,21,True,Toledo,Spain
CITROEN,C3,16143,Diésel,2020.0,2,99.0,5,Manual,Blanco,18,True,Madrid,Spain
BMW,Serie 4,23700,Diésel,2014.0,131248,184.0,2,Automático,"Azul (A89 Imperialblau,efecto brillo  metalizado)",39,True,Zaragoza,Spain
PEUGEOT,508,11000,Diésel,2013.0,135000,115.0,5,Automático,Gris / Plata,0,False,Cádiz,Spain
CHRYSLER,PT Cruiser,5999,Gasolina,2005.0,170000,143.0,2,Automático,Granate (negro),18,True,Baleares,Spain
NISSAN,QASHQAI,13990,Diésel,2015.0,57852,110.0,5,Manual,Blanco,14,False,Badajoz,Spain
MAZDA,CX-5,14990,Diésel,2013.0,68564,175.0,5,Automático,Blanco,28,True,Vizcaya,Spain
KIA,ceed,12000,Gasolina,2015.0,122000,120.0,5,Manual,Negro,0,False,Madrid,Spain
PORSCHE,Macan,54900,Diésel,2016.0,65000,258.0,5,Automático,"(( NACIONAL, LLANTA 21"", PANORÁMICO ))",54,True,Madrid,Spain
SEAT,Ibiza,5900,Gasolina,2010.0,80000,60.0,3,Manual,Blanco,7,True,Baleares,Spain
FIAT,Barchetta,6000,Gasolina,2000.0,200000,130.0,2,Manual,Negro,14,False,Alicante,Spain
VOLVO,XC60,18485,Diésel,2015.0,94995,136.0,5,Automático,Negro,22,True,Las Palmas,Spain
TOYOTA,Auris,12300,Híbrido,2016.0,112133,136.0,5,Automático,Azul,17,True,Sevilla,Spain
OPEL,Insignia,8000,Diésel,2010.0,190516,110.0,5,Manual,Gris / Plata,9,False,Madrid,Spain
OPEL,Mokka,12990,Diésel,2016.0,36554,136.0,5,Manual,Azul,17,True,Zaragoza,Spain
MINI,Countryman,21900,Gasolina,2018.0,20000,102.0,5,Manual,Azul,9,True,Barcelona,Spain
MINI,MINI,14400,Diésel,2016.0,28500,95.0,5,Manual,Blanco,7,True,Vizcaya,Spain
RENAULT,Clio,16490,Gasolina,2016.0,93983,200.0,5,Automático,Negro,29,True,Vizcaya,Spain
PORSCHE,Macan,69900,Gasolina,2018.0,31131,360.0,5,Automático,Negro,1,True,Valencia,Spain
RENAULT,Kadjar,23500,Diésel,2019.0,16394,115.0,5,Manual,Azul,12,True,Castellón,Spain
MERCEDES-BENZ,Clase B,26900,Diésel,2019.0,17930,116.0,5,Automático,Rojo (Rojo Júpiter),19,True,Valencia,Spain
CITROEN,C4 Cactus,13600,Gasolina,2019.0,22438,110.0,5,Manual,Gris / Plata,14,True,Barcelona,Spain
NISSAN,JUKE,11900,Gasolina,2018.0,89800,115.0,5,Manual,Blanco,8,True,Málaga,Spain
PEUGEOT,208,12900,Gasolina,2021.0,10,75.0,5,Manual,Blanco (banquise),9,True,Valencia,Spain
CITROEN,C3,1500,Gasolina,2003.0,190000,61.0,5,Manual,Azul,7,True,Valencia,Spain
PEUGEOT,Partner,23500,Eléctrico,2020.0,10,67.0,3,Automático,Blanco,22,True,Orense,Spain
BMW,Serie 6,17500,Gasolina,2004.0,132000,333.0,2,Manual,Blanco,18,False,Barcelona,Spain
MG,ZR,700,Gasolina,2002.0,192500,103.0,3,Manual,Gris / Plata,4,False,Tenerife,Spain
FORD,Focus,11990,Diésel,2017.0,69999,120.0,5,Automático,Gris / Plata,32,True,Málaga,Spain
BMW,Serie 5,49900,Diésel,2018.0,1000,231.0,4,Automático,"Azul (Imperialblau,efecto brillo  metalizado)",54,True,Alicante,Spain
AUDI,A4,16500,Diésel,2016.0,99000,150.0,4,Automático,Negro (IMPRESIONANTE ),54,True,Toledo,Spain
RENAULT,Espace,17850,Diésel,2017.0,99000,130.0,5,Manual,Marrón,38,True,Valencia,Spain
VOLVO,XC60,33000,Diésel,2019.0,39350,150.0,5,Manual,Blanco (Blanco C614E),18,True,Ciudad Real,Spain
VOLKSWAGEN,Golf,21990,Diésel,2014.0,117000,184.0,5,Automático,Negro,22,True,Pontevedra,Spain
AUDI,A4,7000,Gasolina,2005.0,189000,200.0,4,Manual,Gris / Plata,11,False,Navarra,Spain
AUDI,A4,23890,Diésel,2016.0,92709,190.0,5,Automático,Azul,54,True,Murcia,Spain
NISSAN,JUKE,12000,Gasolina,2016.0,65000,115.0,5,Manual,Granate,12,False,Barcelona,Spain
NISSAN,QASHQAI,23600,Diésel,2019.0,22136,115.0,5,Automático,Z11 Negro (metalizado),32,True,Madrid,Spain
MINI,Countryman,19600,Gasolina,2017.0,31125,102.0,5,Manual,B22 British Racing Green (metalizada),29,True,Vizcaya,Spain
MERCEDES-BENZ,Clase CLK,7999,Diésel,2007.0,180000,150.0,2,Manual,Negro,10,True,Vizcaya,Spain
OPEL,Insignia,16000,Diésel,2018.0,62000,163.0,5,Manual,Gris / Plata,13,False,Guipúzcoa,Spain
RENAULT,Laguna,4399,Diésel,2009.0,118300,150.0,5,Automático,Gris / Plata,6,True,Madrid,Spain
RENAULT,Captur,18900,Gasolina,2019.0,5,150.0,5,Manual,Azul (Negro),17,True,Salamanca,Spain
FORD,S-MAX,13490,Diésel,2011.0,138000,200.0,5,Manual,Negro,45,True,Pontevedra,Spain
VOLVO,S60,35900,Gasolina,2019.0,18700,250.0,4,Automático,Azul (DENIM BLUE),14,True,Barcelona,Spain
TOYOTA,Auris,13500,Diésel,2015.0,33000,124.0,5,Manual,Blanco,7,False,Lleida,Spain
CITROEN,C3,14350,Gasolina,2020.0,5,83.0,5,Manual,Blanco,14,True,Albacete,Spain
BMW,Serie 1,12990,Diésel,2014.0,131260,116.0,5,Manual,Blanco,34,True,Barcelona,Spain
MERCEDES-BENZ,Clase A,6900,Diésel,2008.0,106000,109.0,5,Automático,Beige,24,True,Almería,Spain
RENAULT,Captur,16000,Diésel,2019.0,31847,90.0,5,Manual,Gris / Plata (GRIS PLATINO+TECHO NEGRO),0,True,Madrid,Spain
AUDI,A6 allroad quattro,37600,Diésel,2018.0,60428,218.0,5,Automático,Azul (AZUL POLAR),6,True,Cádiz,Spain
PEUGEOT,308,6800,Gasolina,2013.0,146246,120.0,5,Manual,Negro (*CAS*),28,True,Barcelona,Spain
FORD,Kuga,30800,Diésel,2020.0,0,150.0,5,Manual,Gris / Plata (MAGNETICO),11,True,Madrid,Spain
AUDI,A3,2100,Diésel,1998.0,450000,110.0,3,Manual,Blanco,8,False,Madrid,Spain
PORSCHE,Cayenne,135900,Gasolina,2020.0,6800,460.0,5,Automático,Blanco,1,True,Barcelona,Spain
VOLVO,V40,13800,Diésel,2016.0,120000,120.0,5,Manual,Negro,10,True,Cantabria,Spain
FIAT,Punto,4500,Gasolina,2013.0,79000,77.0,5,Manual,Rojo,0,False,Las Palmas,Spain
BMW,X4,29980,Diésel,2015.0,89598,190.0,5,Manual,Azul,10,True,Pontevedra,Spain
DACIA,Lodgy,5998,Diésel,2016.0,176000,90.0,5,Manual,Blanco,9,True,Madrid,Spain
MERCEDES-BENZ,GLB,39900,Gasolina,2020.0,70,163.0,5,Automático,Azul,27,True,Las Palmas,Spain
SEAT,León,5900,Gasolina,2007.0,230000,160.0,5,Manual,Blanco,5,False,Barcelona,Spain
AUDI,Q7,9900,Diésel,2008.0,215000,240.0,5,Automático,Gris / Plata,10,False,Madrid,Spain
PORSCHE,Panamera,53900,Gasolina,2013.0,89000,440.0,5,Automático,Blanco,54,True,Madrid,Spain
PEUGEOT,208,13275,Gasolina,2020.0,1,75.0,5,Manual,Amarillo,28,True,Castellón,Spain
DACIA,Dokker,7500,Diésel,2016.0,51000,75.0,4,Manual,Blanco,6,True,Madrid,Spain
MERCEDES-BENZ,Clase G,108300,Gasolina,2018.0,43000,571.0,5,Automático,Negro,12,True,Valencia,Spain
FORD,Focus C-MAX,2000,Diésel,2004.0,294000,109.0,5,Manual,Azul,16,False,Girona,Spain
AUDI,A4,18995,Diésel,2015.0,80825,150.0,5,Automático,Negro,23,True,Sevilla,Spain
SKODA,Octavia,16500,Gasolina,2019.0,15059,115.0,5,Automático,8E8E Plata Brillante (metalizado),15,True,Madrid,Spain
CITROEN,Grand C4 Picasso,15900,Diésel,2016.0,73500,150.0,5,Manual,Gris / Plata,54,True,Madrid,Spain
FORD,Mondeo,13000,Diésel,2015.0,104000,150.0,5,Automático,Rojo,5,False,Madrid,Spain
AUDI,Q7,27999,Diésel,2014.0,148000,204.0,5,Automático,Negro,35,True,Madrid,Spain
AUDI,A3,13000,Diésel,2013.0,105700,105.0,3,Manual,Rojo,9,False,Toledo,Spain
RENAULT,Trafic,25890,Diésel,2018.0,30000,145.0,5,Manual,Beige,34,True,Madrid,Spain
FORD,Mondeo,4999,Diésel,2010.0,177000,125.0,5,Manual,Gris / Plata,17,True,Zaragoza,Spain
RENAULT,Captur,13990,Gasolina,2018.0,82000,120.0,5,Manual,Negro Brillante (metalizado),12,True,Huelva,Spain
VOLVO,S40,4900,Diésel,2009.0,287000,109.0,4,Manual,Blanco,18,True,Sevilla,Spain
PEUGEOT,Boxer,16600,Diésel,2016.0,57000,130.0,4,Manual,Amarillo,9,True,Barcelona,Spain
PEUGEOT,206,2700,Diésel,2004.0,213000,70.0,3,Manual,Granate,6,False,Tarragona,Spain
FIAT,500,6490,Gasolina,2010.0,48000,69.0,3,Manual,Blanco,11,True,Madrid,Spain
BMW,X6,38900,Diésel,2015.0,32567,245.0,5,Automático,475 Saphirschwarz (metalizado),38,True,Murcia,Spain
AUDI,A4,18900,Diésel,2015.0,90629,150.0,4,Manual,Negro,18,True,Córdoba,Spain
VOLKSWAGEN,Caddy,12500,Diésel,2012.0,92453,102.0,5,Manual,Marrón,14,True,Navarra,Spain
VOLKSWAGEN,Golf,16250,Diésel,2014.0,34000,105.0,5,Manual,Blanco,7,False,Barcelona,Spain
FORD,Mondeo,999,Diésel,2000.0,257000,90.0,5,Manual,Azul,12,False,Toledo,Spain
PORSCHE,Cayenne,23500,Gasolina,2010.0,127990,405.0,5,Automático,Blanco,42,True,Madrid,Spain
RENAULT,Scénic,23900,Diésel,2019.0,5311,150.0,5,Manual,Azul,25,True,Barcelona,Spain
BMW,Serie 3,5000,Gasolina,2004.0,196000,231.0,2,Manual,Azul,5,False,Castellón,Spain
OPEL,Vivaro,15400,Diésel,2018.0,116000,120.0,4,Manual,Blanco,7,True,Barcelona,Spain
MERCEDES-BENZ,Clase A,18990,Diésel,2014.0,137000,170.0,5,Automático,Negro,23,False,Madrid,Spain
IVECO,Daily,7990,Diésel,2007.0,304224,116.0,4,Manual,Blanco,22,True,Valencia,Spain
MINI,Countryman,23900,Gasolina,2019.0,23179,136.0,5,Automático,Midnight Black (metalizada),22,True,Madrid,Spain
MERCEDES-BENZ,Clase CLA,21990,Diésel,2016.0,95000,136.0,4,Automático,Gris / Plata,17,True,Granada,Spain
VOLKSWAGEN,Golf,1800,Gasolina,2001.0,220000,105.0,5,Manual,Gris / Plata,1,False,Tenerife,Spain
BMW,Serie 1,15000,Diésel,2014.0,80000,143.0,5,Manual,Negro,10,False,Barcelona,Spain
PORSCHE,Cayman,24990,Gasolina,2006.0,94000,245.0,3,Automático,Negro,16,True,Madrid,Spain
PEUGEOT,108,7500,Gasolina,2016.0,78700,82.0,5,Manual,Negro,11,True,Pontevedra,Spain
OPEL,Vivaro,16446,Diésel,2017.0,92000,120.0,4,Manual,Blanco,10,True,Barcelona,Spain
NISSAN,JUKE,8999,Gasolina,2012.0,90000,117.0,5,Manual,Blanco,22,True,Barcelona,Spain
OPEL,Vivaro,7999,Diésel,2009.0,250000,146.0,4,Manual,Negro,17,False,Alicante,Spain
VOLKSWAGEN,Touran,17700,Diésel,2016.0,41736,110.0,5,Automático,Gris / Plata,12,True,Sevilla,Spain
SKODA,Superb,19950,Diésel,2016.0,80000,150.0,5,Automático,Beige,29,True,Sevilla,Spain
SEAT,León,17405,Gasolina,2019.0,23100,150.0,5,Manual,Rojo,10,True,Barcelona,Spain
BMW,Serie 2 Gran Tourer,19900,Diésel,2016.0,100000,150.0,5,Automático,Negro ( Black Sapphire ),54,True,Madrid,Spain
BMW,Serie 3,14800,Diésel,2008.0,124900,197.0,2,Manual,Negro,17,True,Burgos,Spain
SUZUKI,Jimny,4700,Gasolina,2004.0,169000,80.0,3,Manual,Beige (arena dakariana),11,True,Las Palmas,Spain
HYUNDAI,i30,9990,Diésel,2015.0,65400,110.0,5,Manual,Negro,31,True,Sevilla,Spain
BMW,Serie 5,23990,Gasolina,2013.0,110951,306.0,4,Automático,Negro (NEGRO),24,True,Tarragona,Spain
RENAULT,Mégane,14800,Diésel,2017.0,106478,110.0,5,Manual,Blanco,13,True,Córdoba,Spain
BMW,Serie 4,34900,Diésel,2016.0,14000,190.0,2,Automático,Granate,8,False,Madrid,Spain
VOLKSWAGEN,Transporter,13500,Gasolina,1991.0,100000,110.0,4,Manual,Gris / Plata,6,False,Las Palmas,Spain
RENAULT,Clio,16300,Diésel,2020.0,4500,85.0,5,Manual,Blanco,20,True,Baleares,Spain
KIA,Niro,16700,Híbrido,2017.0,82433,141.0,5,Automático,UD Clear White (sÃ³lido),33,True,Barcelona,Spain
NISSAN,JUKE,13900,Gasolina,2019.0,9719,112.0,5,Manual,Negro (metallic),15,True,Madrid,Spain
OPEL,Astra,11900,Diésel,2018.0,53744,110.0,5,Manual,GAN Plata Blade (metalizado),32,True,Valencia,Spain
MERCEDES-BENZ,Clase C,67990,Gasolina,2016.0,2550,457.0,2,Automático,Blanco (PINTURA ESPECIAL EFECTO PERLADO),39,True,Toledo,Spain
FIAT,Panda,1300,Gasolina,2003.0,180000,60.0,5,Manual,Gris / Plata,0,False,Madrid,Spain
TOYOTA,Aygo,8800,Gasolina,2017.0,55750,69.0,5,Manual,Azul (Marino),16,True,Girona,Spain
TOYOTA,Rav4,16400,Diésel,2014.0,179943,150.0,5,Automático,Rojo (*GET*),33,True,Sevilla,Spain
NISSAN,Micra,4500,Gasolina,2005.0,58000,80.0,3,Manual,Gris / Plata,12,False,Barcelona,Spain
BMW,Serie 4,28900,Diésel,2017.0,36000,190.0,2,Automático,Blanco,5,False,Málaga,Spain
BMW,Serie 2 Active Tourer,16500,Diésel,2016.0,76029,150.0,5,Manual,B53 Sparkling Brown (metalizado),14,True,Madrid,Spain
DS,DS 7 Crossback,37899,Diésel,2019.0,28,180.0,5,Automático,Negro,37,True,Álava,Spain
RENAULT,Kadjar,19400,Gasolina,2019.0,50667,140.0,5,Manual,Azul,50,True,Granada,Spain
VOLKSWAGEN,Golf,10900,Diésel,2011.0,224000,170.0,5,Manual,Blanco,9,False,Madrid,Spain
AUDI,A5,16990,Diésel,2012.0,319116,245.0,5,Automático,Azul,17,True,Alicante,Spain
MERCEDES-BENZ,Clase C,19950,Diésel,2017.0,159000,170.0,5,Automático,Negro,1,True,Navarra,Spain
FIAT,Tipo,12500,Diésel,2019.0,18900,95.0,4,Manual,Gris / Plata,16,True,Huelva,Spain
SMART,fortwo,26920,Eléctrico,2020.0,1,82.0,3,Automático,Negro,21,True,Madrid,Spain
MERCEDES-BENZ,Clase A,29900,Diésel,2020.0,5662,116.0,5,Automático,Negro (Noche),11,True,La Rioja,Spain
VOLVO,XC90,29670,Diésel,2016.0,103594,235.0,5,Automático,Gris / Plata (gris claro),54,True,Burgos,Spain
OPEL,Astra,2000,Gasolina,2005.0,185200,147.0,2,Manual,Azul,10,False,Zaragoza,Spain
MINI,MINI,6999,Gasolina,2001.0,124000,115.0,3,Manual,Negro,18,True,Barcelona,Spain
VOLKSWAGEN,Jetta,6000,Diésel,2011.0,176000,105.0,4,Manual,Azul,4,False,Madrid,Spain
TOYOTA,Auris,16000,Híbrido,2018.0,49034,136.0,5,Automático,Blanco,26,True,Madrid,Spain
VOLKSWAGEN,Golf,8700,Diésel,2010.0,80000,105.0,5,,Blanco,12,False,Cáceres,Spain
PEUGEOT,Rifter,19900,Diésel,2018.0,38207,100.0,5,Manual,Marrón (Metallic Cooper),41,True,Cantabria,Spain
VOLKSWAGEN,Arteon,40490,Diésel,2020.0,12275,240.0,5,Automático,2T2T Negro Profundo (efecto perla),20,True,Barcelona,Spain
PEUGEOT,308,18950,Diésel,2020.0,10,130.0,5,Manual,Blanco,21,True,Barcelona,Spain
RENAULT,Mégane,12900,Diésel,2016.0,67344,110.0,5,Manual,Azul,23,True,Madrid,Spain
CITROEN,C3,500,Gasolina,2007.0,120000,90.0,5,Manual,Gris / Plata,5,False,Las Palmas,Spain
MINI,MINI,4900,Gasolina,2005.0,149000,90.0,3,Manual,Verde,8,False,Cáceres,Spain
MERCEDES-BENZ,Clase V,33700,Diésel,2018.0,47478,163.0,4,Automático,Gris / Plata,9,False,Lleida,Spain
CITROEN,Grand C4 Picasso,13100,Diésel,2016.0,98512,120.0,5,Manual,Blanco Banquise (sólido),21,True,Guadalajara,Spain
KIA,ProCeed,26890,Gasolina,2020.0,20,140.0,5,Manual,Blanco,12,True,La Rioja,Spain
VOLKSWAGEN,Golf,14900,Gasolina,2018.0,82765,110.0,5,Manual,Blanco,28,True,Sevilla,Spain
LAND-ROVER,Range Rover Evoque,28950,Diésel,2017.0,46596,180.0,5,Manual,Azul,26,True,Barcelona,Spain
CADILLAC,Escalade,21800,Gasolina,2007.0,114000,409.0,5,Automático,Blanco,22,True,Madrid,Spain
HYUNDAI,i40,11700,Diésel,2013.0,116345,136.0,4,Automático,Blanco (*COR*),24,True,Madrid,Spain
MERCEDES-BENZ,Clase B,12900,Diésel,2013.0,110000,109.0,5,Manual,Azul,1,True,Alicante,Spain
VOLKSWAGEN,Transporter,19970,Diésel,2018.0,114600,102.0,4,Manual,Blanco,24,True,Valencia,Spain
VOLKSWAGEN,Passat,2400,Diésel,2003.0,329959,130.0,4,Manual,Gris / Plata,32,True,Madrid,Spain
PORSCHE,Cayenne,54999,Diésel,2016.0,93000,262.0,5,Automático,Negro (Jet Black),37,True,Valencia,Spain
VOLKSWAGEN,Golf,5300,Diésel,2004.0,73000,105.0,3,Manual,Rojo,32,False,Zaragoza,Spain
BMW,Serie 3,14900,Diésel,2008.0,189000,197.0,2,Automático,Azul,19,False,Málaga,Spain
NISSAN,NV300,24800,Diésel,2020.0,6900,120.0,4,Manual,Blanco,10,True,Teruel,Spain
OPEL,Zafira,4000,Diésel,2007.0,145000,120.0,5,Manual,Negro,10,True,Pontevedra,Spain
RENAULT,Clio,8799,Diésel,2018.0,31113,75.0,5,Manual,QPA$369 Blanco Glaciar (opaco),11,True,Málaga,Spain
BMW,Z4,23900,Gasolina,2010.0,84600,306.0,2,Manual,Gris / Plata,8,False,Toledo,Spain
CITROEN,C3,3350,Diésel,2004.0,92050,70.0,5,Manual,Gris / Plata (MFP11 Gris),25,True,Madrid,Spain
FORD,Explorer,65900,Híbrido enchufable,2020.0,1,450.0,4,Automático,Negro,10,True,Madrid,Spain
SEAT,León,9990,Diésel,2013.0,100000,150.0,5,Manual,Blanco,12,True,Las Palmas,Spain
VOLKSWAGEN,Touran,3599,Diésel,2006.0,260000,105.0,5,Manual,Blanco,18,True,Madrid,Spain
BMW,Serie 1,21900,Diésel,2018.0,21009,150.0,5,Manual,Blanco,10,True,Murcia,Spain
MERCEDES-BENZ,Clase GLC,43999,Gasolina,2019.0,48500,211.0,5,Automático,Gris / Plata (BRONCE),54,True,Alicante,Spain
AUDI,A4,20850,Diésel,2016.0,122587,150.0,5,Automático,0E0E Negro Mitos (metalizado),9,True,Madrid,Spain
HYUNDAI,i20,13750,Diésel,2018.0,18800,90.0,5,Manual,Blanco,30,True,Burgos,Spain
KIA,Sportage,17100,Diésel,2018.0,50116,115.0,5,Manual,HW2 Deluxe White (metalizado),29,True,Madrid,Spain
SEAT,Ibiza,11990,Gasolina,2017.0,58456,95.0,5,Manual,Blanco,23,True,Barcelona,Spain
